data-time,wind,dir,slp,t2,rh2,td2,nwp_wind,nwp_dir,nwp_u,nwp_v,nwp_t,nwp_rh,nwp_psfc,nwp_slp,residual
2018-08-03-13:00:00,2.98,175.0,1000.6,304.95,60.0,296.42,2.33009,168.3073,-0.43379,2.27943,302.99301,72.72218,996.97748,1003.67773,0.6499099999999998
2018-08-03-14:00:00,2.78,167.0,1001.0,304.85,61.0,296.59,2.63284,171.84818,-0.33489,2.60276,302.59854,72.12133,997.42371,1004.13794,0.14715999999999996
2018-08-03-15:00:00,2.6,171.0,1001.1,305.45,59.0,296.62,2.9356,175.38907,-0.23599,2.9261,302.2041,71.52047,997.86993,1004.59814,-0.3355999999999999
2018-08-03-16:00:00,3.17,144.0,1001.5,304.45,68.0,297.98,2.74819,179.03502,-0.07014,2.73704,301.67001,72.53405,997.85571,1004.58875,0.4218099999999998
2018-08-03-17:00:00,4.18,155.0,1001.3,303.95,67.0,297.26,2.56078,182.68098,0.0957,2.54798,301.13589,73.54764,997.84143,1004.57941,1.6192199999999999
2018-08-03-18:00:00,3.27,161.0,1001.2,303.15,71.0,297.44,2.37338,186.32693,0.26155,2.35892,300.60181,74.56122,997.82721,1004.57001,0.89662
2018-08-03-19:00:00,1.88,173.0,1001.0,303.05,72.0,297.58,1.99865,146.737,-0.21049,1.41365,299.84521,78.3051,997.77869,1004.52771,-0.11865000000000014
2018-08-03-20:00:00,3.04,91.0,1001.0,302.15,77.0,297.8,1.62392,107.14707,-0.68253,0.46838,299.08862,82.04897,997.7301,1004.48541,1.41608
2018-08-03-21:00:00,2.31,77.0,1001.3,301.25,81.0,297.76,1.24919,67.55714,-1.15457,-0.47689,298.33203,85.79285,997.68158,1004.44312,1.06081
2018-08-03-22:00:00,2.39,87.0,1001.5,301.35,80.0,297.65,1.2108,94.27505,-0.97165,0.00163,299.37427,81.87443,997.93439,1004.6983,1.1792
2018-08-03-23:00:00,2.38,101.0,1001.6,302.55,74.0,297.54,1.17241,120.99297,-0.78872,0.48014,300.4165,77.95601,998.18726,1004.95355,1.20759
2018-08-04-00:00:02,1.8,131.0,1001.8,304.25,69.0,298.03,1.13402,147.71088,-0.60579,0.95866,301.45874,74.03758,998.44006,1005.20874,0.66598
2018-08-04-01:00:00,2.01,204.0,1001.8,304.45,69.0,298.22,1.36886,153.32187,-0.56718,1.22979,302.72305,70.7672,998.34192,1005.09979,0.6411399999999998
2018-08-04-02:00:00,2.77,269.0,1001.9,305.75,65.0,298.48,1.60371,158.93286,-0.52858,1.50092,303.9874,67.49682,998.24371,1004.99084,1.16629
2018-08-04-03:00:00,2.89,100.0,1001.5,306.55,60.0,297.93,1.83855,164.54385,-0.48997,1.77206,305.25171,64.22644,998.14557,1004.8819,1.0514500000000002
2018-08-04-04:00:00,2.74,100.0,1001.0,308.45,53.0,297.68,2.19407,170.3893,-0.2915,2.1491,306.08902,61.30017,997.64313,1004.36359,0.5459300000000002
2018-08-04-05:00:00,3.04,203.0,1000.4,309.05,51.0,297.6,2.54959,176.23474,-0.09302,2.52615,306.92636,58.37391,997.14075,1003.84521,0.49041000000000023
2018-08-04-06:00:00,3.21,183.0,999.9,309.65,49.0,297.5,2.90511,182.08018,0.10545,2.9032,307.76367,55.44764,996.63831,1003.3269,0.3048899999999999
2018-08-04-07:00:00,3.1,181.0,999.4,309.85,49.0,297.69,2.58247,178.85075,-0.01519,2.57551,307.71191,56.19903,996.25983,1002.94336,0.5175300000000003
2018-08-04-08:00:00,3.78,149.0,998.8,309.55,51.0,298.07,2.25983,175.62134,-0.13583,2.24782,307.66016,56.95042,995.88129,1002.55981,1.5201699999999998
2018-08-04-09:00:00,3.48,144.0,998.4,309.25,51.0,297.79,1.93719,172.39191,-0.25648,1.92013,307.6084,57.70181,995.50281,1002.17627,1.54281
2018-08-04-10:00:00,4.18,166.0,998.7,308.35,51.0,296.96,1.8811,157.36113,-0.64003,1.6374,306.28842,63.32614,995.85272,1002.52936,2.2988999999999997
2018-08-04-11:00:00,4.03,168.0,999.0,307.35,54.0,296.96,1.82501,142.33034,-1.02359,1.35467,304.96841,68.95047,996.20258,1002.88251,2.2049900000000004
2018-08-04-12:00:00,3.03,160.0,999.5,306.05,57.0,296.62,1.84113,134.02808,-1.32377,1.27961,303.26367,73.26865,996.13342,1002.81061,1.1888699999999999
2018-08-04-13:00:00,1.9,95.0,1000.2,307.55,55.0,297.44,2.26342,140.3336,-1.35374,1.7757,302.83203,73.7935,996.73114,1003.42603,-0.3634200000000001
2018-08-04-14:00:00,2.39,122.0,1000.9,306.15,59.0,297.28,2.68571,146.63911,-1.38371,2.27179,302.40039,74.31835,997.32886,1004.04144,-0.2957099999999997
2018-08-04-15:00:00,3.89,119.0,1001.5,305.45,65.0,298.2,3.10799,152.94464,-1.41367,2.76788,301.96875,74.84321,997.92657,1004.65686,0.7820100000000001
2018-08-04-16:00:00,3.85,131.0,1001.6,304.45,69.0,298.22,2.79028,121.98786,-1.56497,1.48692,301.34586,77.9621,998.24902,1004.98914,1.05972
2018-08-04-17:00:00,2.82,135.0,1001.8,304.15,69.0,297.94,2.47257,91.03108,-1.71627,0.20595,300.72299,81.08099,998.57147,1005.32147,0.3474299999999997
2018-08-04-18:00:00,2.12,150.0,1001.6,303.35,72.0,297.86,2.15486,60.0743,-1.86756,-1.07501,300.1001,84.19989,998.89392,1005.65375,-0.03486000000000011
2018-08-04-19:00:00,3.63,107.0,1001.9,303.15,76.0,298.56,1.96471,59.70407,-1.69757,-0.98897,299.83652,86.15446,999.00916,1005.77478,1.66529
2018-08-04-20:00:00,3.83,93.0,1002.4,302.75,76.0,298.17,1.77455,59.33385,-1.52757,-0.90293,299.57291,88.10902,999.12445,1005.89581,2.05545
2018-08-04-21:00:00,3.7,98.0,1002.7,302.55,78.0,298.4,1.5844,58.96362,-1.35757,-0.81689,299.30933,90.06358,999.23969,1006.01685,2.1156
2018-08-04-22:00:00,3.78,124.0,1003.0,302.15,80.0,298.43,1.306,58.63447,-1.11679,-0.67702,300.12891,87.29079,999.57123,1006.35016,2.4739999999999998
2018-08-04-23:00:00,2.95,89.0,1003.4,302.95,78.0,298.79,1.02761,58.30532,-0.876,-0.53715,300.94849,84.518,999.90283,1006.68353,1.9223900000000003
2018-08-05-00:00:01,2.05,87.0,1003.7,303.35,78.0,299.18,0.74922,57.97617,-0.63521,-0.39729,301.76807,81.74521,1000.23438,1007.01685,1.3007799999999998
2018-08-05-01:00:00,3.01,112.0,1003.7,303.95,74.0,298.89,1.03759,73.04592,-0.9474,-0.14211,302.73657,77.19759,1000.21155,1006.98309,1.9724099999999998
2018-08-05-02:00:00,3.21,84.0,1003.9,305.05,68.0,298.56,1.32597,88.11567,-1.25959,0.11306,303.70508,72.64998,1000.18878,1006.9494,1.8840299999999999
2018-08-05-03:00:00,4.73,66.0,1003.7,306.05,66.0,299.02,1.61434,103.18542,-1.57178,0.36824,304.67358,68.10236,1000.16595,1006.91565,3.11566
2018-08-05-04:00:00,3.44,126.0,1003.0,306.25,61.0,297.92,1.98266,111.75082,-1.75346,0.81447,305.22534,65.41583,999.63983,1006.37939,1.4573399999999999
2018-08-05-05:00:00,3.34,108.0,1002.4,307.65,57.0,298.12,2.35098,120.31622,-1.93514,1.26071,305.7771,62.7293,999.11365,1005.84314,0.98902
2018-08-05-06:00:00,4.2,73.0,1002.1,308.55,52.0,297.46,2.7193,128.88161,-2.11682,1.70694,306.32886,60.04277,998.58752,1005.30688,1.4807000000000001
2018-08-05-07:00:00,4.51,126.0,1001.7,308.55,51.0,297.14,2.75874,129.27869,-2.13502,1.74688,305.87851,63.07876,998.505,1005.22833,1.7512599999999998
2018-08-05-08:00:00,7.64,151.0,1001.8,306.05,63.0,298.26,2.79818,129.67578,-2.15322,1.78681,305.42813,66.11475,998.42242,1005.14978,4.84182
2018-08-05-09:00:00,6.67,146.0,1002.1,304.35,72.0,298.83,2.83762,130.07286,-2.17142,1.82675,304.97778,69.15074,998.3399,1005.07123,3.83238
2018-08-05-10:00:00,4.3,170.0,1002.5,302.85,80.0,299.11,2.77679,123.58118,-2.27608,1.5292,303.83154,74.94582,998.75616,1005.49725,1.5232099999999997
2018-08-05-11:00:00,4.13,119.0,1002.6,303.35,76.0,298.75,2.71597,117.08951,-2.38075,1.23165,302.6853,80.74091,999.17249,1005.92334,1.41403
2018-08-05-12:00:00,3.98,108.0,1003.2,303.55,75.0,298.73,1.71921,117.11006,-1.53032,0.78345,301.1731,86.22549,1000.02521,1006.78687,2.26079
2018-08-05-13:00:00,4.7,109.0,1003.8,303.15,76.0,298.56,2.19232,188.65683,-0.52505,-0.39927,300.14951,90.33917,1000.4198,1007.19684,2.50768
2018-08-05-14:00:00,4.54,117.0,1003.9,302.45,76.0,297.88,2.66542,260.20361,0.48023,-1.58199,299.12589,94.45286,1000.81433,1007.60687,1.87458
2018-08-05-15:00:00,3.92,144.0,1004.2,301.95,73.0,296.74,3.13853,331.75037,1.48551,-2.76471,298.10229,98.56654,1001.20892,1008.01685,0.7814700000000001
2018-08-05-16:00:00,3.63,141.0,1004.2,300.85,68.0,294.53,2.42537,239.57065,0.71685,-2.03314,298.2478,97.07385,1000.95557,1007.76141,1.2046299999999999
2018-08-05-17:00:00,2.81,112.0,1005.0,300.75,64.0,293.47,1.71221,147.39091,-0.05181,-1.30157,298.39331,95.58116,1000.70227,1007.50604,1.09779
2018-08-05-18:00:00,2.99,80.0,1004.0,299.65,70.0,293.85,0.99904,55.2112,-0.82048,-0.57001,298.53882,94.08848,1000.44891,1007.25061,1.9909600000000003
2018-08-05-19:00:00,2.19,63.0,1003.8,299.65,70.0,293.85,1.20379,68.5984,-1.08238,-0.32965,298.38062,90.01354,1000.41461,1007.21814,0.98621
2018-08-05-20:00:00,3.46,297.0,1003.8,299.35,79.0,295.5,1.40854,81.9856,-1.34429,-0.08929,298.22241,85.9386,1000.38037,1007.18561,2.05146
2018-08-05-21:00:00,5.0,320.0,1003.9,299.35,75.0,294.66,1.61329,95.37281,-1.6062,0.15106,298.06421,81.86366,1000.34607,1007.15314,3.38671
2018-08-05-22:00:00,4.69,327.0,1003.4,299.75,74.0,294.83,1.47264,91.68909,-1.46596,0.06142,297.8815,83.70731,1000.37543,1007.18774,3.21736
2018-08-05-23:00:00,2.98,175.0,1003.7,297.85,84.0,295.02,1.33198,88.00539,-1.32572,-0.02823,297.69882,85.55097,1000.40472,1007.22229,1.64802
2018-08-06-00:00:01,3.42,261.0,1004.8,295.95,95.0,295.12,1.19133,84.32167,-1.18549,-0.11787,297.51611,87.39462,1000.43408,1007.2569,2.22867
2018-08-06-01:00:00,3.56,348.0,1003.8,295.85,90.0,294.16,1.13065,78.49049,-1.09961,-0.21096,297.98746,86.20413,1000.20251,1007.02106,2.4293500000000003
2018-08-06-02:00:00,5.56,305.0,1003.8,297.75,82.0,294.53,1.06996,72.6593,-1.01373,-0.30405,298.45883,85.01364,999.97095,1006.78522,4.49004
2018-08-06-03:00:00,4.4,315.0,1003.7,298.95,78.0,294.9,1.00928,66.82812,-0.92786,-0.39714,298.93018,83.82315,999.73938,1006.54938,3.3907200000000004
2018-08-06-04:00:00,2.23,269.0,1003.5,299.85,74.0,294.93,1.06202,89.78736,-0.89035,0.01379,299.58658,82.24694,999.19806,1005.99524,1.16798
2018-08-06-05:00:00,2.8,55.0,1002.8,300.55,71.0,294.94,1.11477,112.7466,-0.85283,0.42473,300.24301,80.67072,998.6568,1005.44104,1.6852299999999998
2018-08-06-06:00:00,2.89,82.0,1002.4,300.55,72.0,295.16,1.16751,135.70584,-0.81532,0.83566,300.89941,79.09451,998.11548,1004.8869,1.72249
2018-08-06-07:00:00,3.45,61.0,1001.8,299.95,77.0,295.67,1.04984,155.83621,-0.46827,0.81796,301.40097,77.58347,997.78064,1004.54358,2.40016
2018-08-06-08:00:00,2.91,63.0,1001.4,300.45,76.0,295.94,0.93217,175.9666,-0.12122,0.80026,301.9025,76.07243,997.4458,1004.2002,1.97783
2018-08-06-09:00:00,2.2,204.0,1001.3,300.55,76.0,296.04,0.8145,196.09697,0.22583,0.78256,302.40405,74.56139,997.11096,1003.85687,1.3855000000000002
2018-08-06-10:00:00,3.06,290.0,1001.0,300.75,77.0,296.44,0.82854,246.76164,0.20948,0.24231,301.75131,79.46359,997.13293,1003.88,2.23146
2018-08-06-11:00:00,2.41,298.0,1000.7,300.75,75.0,296.02,0.84259,297.42633,0.19313,-0.29794,301.09854,84.36579,997.15497,1003.90314,1.5674100000000002
2018-08-06-12:00:00,1.92,321.0,1001.2,300.95,75.0,296.21,0.8606,34.3688,-0.48582,-0.71036,299.29028,89.42253,997.70673,1004.48065,1.0594
2018-08-06-13:00:00,4.47,327.0,1001.8,300.75,77.0,296.44,0.99664,142.28903,-0.31008,-0.89626,299.2352,89.63654,997.79779,1004.57251,3.4733599999999996
2018-08-06-14:00:00,3.26,6.0,1001.9,301.45,74.0,296.48,1.13269,250.20927,-0.13433,-1.08215,299.18008,89.85054,997.88892,1004.66437,2.1273099999999996
2018-08-06-15:00:00,2.28,352.0,1001.8,300.75,77.0,296.44,1.26873,358.12952,0.04141,-1.26805,299.125,90.06454,997.97998,1004.75623,1.01127
2018-08-06-16:00:00,2.82,3.0,1002.0,300.35,78.0,296.26,1.38767,277.65027,-0.4565,-0.60197,298.92349,91.16087,997.82715,1004.60663,1.4323299999999999
2018-08-06-17:00:00,3.23,19.0,1001.7,300.35,78.0,296.26,1.5066,197.17104,-0.95441,0.0641,298.72202,92.2572,997.67438,1004.45709,1.7234
2018-08-06-18:00:00,3.73,9.0,1001.5,300.25,78.0,296.17,1.62554,116.6918,-1.45232,0.73018,298.52051,93.35353,997.52155,1004.3075,2.10446
2018-08-06-19:00:00,3.37,2.0,1001.1,300.35,78.0,296.26,1.52231,97.82185,-1.34838,0.26802,298.40967,94.21111,997.61365,1004.40143,1.84769
2018-08-06-20:00:00,3.06,359.0,1001.3,299.95,81.0,296.49,1.41908,78.9519,-1.24444,-0.19414,298.29883,95.06869,997.70569,1004.49542,1.6409200000000002
2018-08-06-21:00:00,3.05,7.0,1001.3,299.65,83.0,296.59,1.31585,60.08195,-1.1405,-0.6563,298.18799,95.92627,997.79779,1004.58936,1.7341499999999999
2018-08-06-22:00:00,2.97,30.0,1001.7,299.95,80.0,296.29,1.26061,65.23208,-1.13155,-0.53331,298.34204,96.29395,998.07837,1004.87396,1.7093900000000002
2018-08-06-23:00:00,3.31,59.0,1002.1,299.75,82.0,296.49,1.20536,70.3822,-1.1226,-0.41032,298.49609,96.66164,998.35901,1005.15851,2.10464
2018-08-07-00:00:01,4.7,44.0,1001.8,300.05,82.0,296.78,1.15012,75.53233,-1.11365,-0.28734,298.65015,97.02932,998.63959,1005.44312,3.54988
2018-08-07-01:00:00,1.94,60.0,1002.0,300.25,83.0,297.18,1.08505,62.84267,-0.93604,-0.44421,299.76147,90.33836,998.58691,1005.37646,0.8549499999999999
2018-08-07-02:00:00,1.29,144.0,1002.5,300.95,77.0,296.64,1.01998,50.15301,-0.75843,-0.60108,300.8728,83.6474,998.53424,1005.30975,0.2700199999999999
2018-08-07-03:00:00,2.82,59.0,1002.1,301.55,76.0,297.01,0.95491,37.46335,-0.58083,-0.75795,301.98413,76.95644,998.48157,1005.2431,1.86509
2018-08-07-04:00:00,2.65,176.0,1002.0,301.75,75.0,296.99,0.98273,82.71555,-0.42808,-0.1616,302.44882,75.5647,998.20154,1004.95605,1.6672699999999998
2018-08-07-05:00:00,2.67,126.0,1001.1,302.95,70.0,297.02,1.01055,127.96774,-0.27533,0.43476,302.91348,74.17296,997.92145,1004.66895,1.6594499999999999
2018-08-07-06:00:00,2.81,37.0,1000.3,304.05,66.0,297.11,1.03837,173.21992,-0.12259,1.03111,303.37817,72.78122,997.64142,1004.3819,1.77163
2018-08-07-07:00:00,1.47,49.0,1000.6,303.75,67.0,297.07,1.02525,174.14545,-0.10498,1.0196,303.28751,73.84341,997.41986,1004.15857,0.44475
2018-08-07-08:00:00,1.2,62.0,1000.0,303.95,67.0,297.26,1.01213,175.07098,-0.08736,1.00808,303.19687,74.9056,997.1983,1003.93518,0.18786999999999998
2018-08-07-09:00:00,2.28,73.0,1000.0,304.15,67.0,297.45,0.999,175.99651,-0.06975,0.99657,303.1062,75.9678,996.97675,1003.71185,1.2809999999999997
2018-08-07-10:00:00,2.72,103.0,999.8,304.05,68.0,297.6,1.11705,161.17915,-0.38408,0.96351,302.32925,80.66471,997.41071,1004.15247,1.60295
2018-08-07-11:00:00,1.88,101.0,1000.4,303.85,69.0,297.65,1.23509,146.36182,-0.69841,0.93046,301.55234,85.36162,997.84473,1004.59314,0.6449099999999999
2018-08-07-12:00:00,1.64,157.0,1001.2,303.45,71.0,297.73,1.17525,212.24155,0.62698,0.99403,300.68652,86.87103,997.83759,1004.57373,0.46475
2018-08-07-13:00:00,2.59,90.0,1001.7,303.65,72.0,298.15,1.29622,168.41058,-0.08806,0.58026,300.34814,88.42841,998.13593,1004.87976,1.29378
2018-08-07-14:00:00,2.37,16.0,1002.2,302.55,80.0,298.82,1.41719,124.57962,-0.80311,0.16649,300.00977,89.98579,998.43433,1005.18585,0.9528100000000002
2018-08-07-15:00:00,1.93,93.0,1001.4,302.65,79.0,298.71,1.53817,80.74866,-1.51816,-0.24728,299.67139,91.54317,998.73267,1005.49188,0.3918299999999999
2018-08-07-16:00:00,1.67,83.0,1001.8,301.95,85.0,299.24,1.81692,68.11759,-1.55043,-0.74507,299.21582,93.70695,998.84113,1005.61206,-0.14692000000000016
2018-08-07-17:00:00,1.65,122.0,1001.8,301.55,88.0,299.42,2.09568,55.48652,-1.5827,-1.24285,298.76025,95.87074,998.94952,1005.7323,-0.4456800000000003
2018-08-07-18:00:00,3.65,46.0,1001.5,301.05,89.0,299.11,2.37443,42.85545,-1.61497,-1.74063,298.30469,98.03452,999.05798,1005.85248,1.27557
2018-08-07-19:00:00,6.35,47.0,1001.5,300.55,84.0,297.67,2.45897,34.33313,-1.33699,-1.99685,298.16269,97.57723,999.06757,1005.86584,3.8910299999999998
2018-08-07-20:00:00,6.78,34.0,1001.6,300.25,84.0,297.37,2.5435,25.81082,-1.059,-2.25307,298.02066,97.11994,999.07715,1005.87915,4.2365
2018-08-07-21:00:00,2.95,116.0,1002.0,299.75,88.0,297.64,2.62803,17.2885,-0.78101,-2.50929,297.87866,96.66265,999.08673,1005.89252,0.3219700000000003
2018-08-07-22:00:00,2.98,24.0,1002.4,300.05,86.0,297.56,2.15742,18.00982,-0.65568,-2.05512,298.15756,95.75379,999.5647,1006.37146,0.8225799999999999
2018-08-07-23:00:00,5.21,77.0,1002.3,299.85,88.0,297.74,1.68682,18.73113,-0.53035,-1.60096,298.43643,94.84494,1000.04272,1006.8504,3.52318
2018-08-08-00:00:01,6.19,53.0,1003.7,297.75,96.0,297.08,1.21621,19.45245,-0.40503,-1.14679,298.71533,93.93608,1000.52069,1007.32935,4.97379
2018-08-08-01:00:00,8.97,314.0,1005.2,297.55,95.0,296.71,1.4321,32.9042,-0.80703,-1.07698,299.43872,89.76836,1000.66626,1007.47058,7.5379000000000005
2018-08-08-02:00:00,2.27,65.0,1004.0,297.05,88.0,294.98,1.64799,46.35595,-1.20903,-1.00716,300.16211,85.60065,1000.81177,1007.61188,0.62201
2018-08-08-03:00:00,4.07,5.0,1003.7,298.75,84.0,295.9,1.86387,59.80769,-1.61102,-0.93735,300.8855,81.43293,1000.95734,1007.75311,2.2061300000000004
2018-08-08-04:00:00,3.04,3.0,1004.3,299.45,84.0,296.59,1.92247,70.32604,-1.75371,-0.60873,300.93945,81.07921,1000.78815,1007.58313,1.1175300000000001
2018-08-08-05:00:00,3.59,101.0,1004.7,300.05,84.0,297.18,1.98107,80.84438,-1.8964,-0.28011,300.99341,80.72549,1000.6189,1007.41309,1.6089299999999997
2018-08-08-06:00:00,4.68,106.0,1003.8,300.75,77.0,296.44,2.03967,91.36273,-2.03909,0.04851,301.04736,80.37177,1000.44971,1007.2431,2.6403299999999996
2018-08-08-07:00:00,3.7,137.0,1004.1,300.75,80.0,297.07,1.72153,86.65179,-1.7122,-0.04762,301.16464,78.97708,1000.22931,1007.01709,1.9784700000000002
2018-08-08-08:00:00,4.26,165.0,1004.3,300.65,80.0,296.97,1.40339,81.94086,-1.3853,-0.14375,301.28189,77.58239,1000.00885,1006.79102,2.85661
2018-08-08-09:00:00,4.01,132.0,1004.0,301.25,78.0,297.14,1.08525,77.22993,-1.05841,-0.23988,301.39917,76.18771,999.78845,1006.565,2.9247499999999995
2018-08-08-10:00:01,3.24,105.0,1003.6,300.35,79.0,296.47,1.06327,131.29207,-0.41311,0.01295,300.50284,81.35935,1000.06952,1006.84833,2.17673
2018-08-08-11:00:00,2.91,75.0,1003.8,299.95,77.0,295.67,1.04128,185.35422,0.2322,0.26578,299.60654,86.53099,1000.35059,1007.13165,1.8687200000000002
2018-08-08-12:00:00,1.73,181.0,1004.5,298.85,86.0,296.38,0.93268,172.03865,-0.12918,0.92369,298.88745,88.27354,1000.92609,1007.72815,0.79732
2018-08-08-13:00:00,1.36,186.0,1005.2,299.05,85.0,296.39,1.03447,220.33711,0.19568,0.3143,298.28955,91.05474,1001.18433,1007.98627,0.3255300000000001
2018-08-08-14:00:00,1.7,357.0,1004.9,299.35,83.0,296.3,1.13627,268.63556,0.52054,-0.29509,297.69165,93.83594,1001.44263,1008.24438,0.5637300000000001
2018-08-08-15:00:00,2.27,355.0,1005.1,299.45,82.0,296.2,1.23806,316.93402,0.8454,-0.90449,297.09375,96.61714,1001.70087,1008.5025,1.03194
2018-08-08-16:00:00,2.44,71.0,1004.9,298.75,85.0,296.09,1.25054,293.50516,0.95393,-0.43446,296.84854,97.38332,1001.47333,1008.27417,1.18946
2018-08-08-17:00:00,2.13,141.0,1004.8,297.85,89.0,295.95,1.26301,270.07629,1.06247,0.03556,296.60336,98.1495,1001.24573,1008.04584,0.8669899999999999
2018-08-08-18:00:00,2.35,19.0,1004.6,298.25,86.0,295.79,1.27549,246.64745,1.17101,0.50559,296.35815,98.91568,1001.01819,1007.8175,1.07451
2018-08-08-19:00:01,2.84,43.0,1004.3,299.05,84.0,296.2,1.37172,278.81732,0.93174,-0.16196,296.03696,99.11678,1001.04999,1007.85333,1.4682799999999998
2018-08-08-20:00:00,1.8,265.0,1004.3,297.65,91.0,296.11,1.46794,310.98721,0.69248,-0.82952,295.71573,99.31788,1001.08179,1007.88916,0.33206
2018-08-08-21:00:01,4.48,319.0,1004.5,297.65,92.0,296.29,1.56417,343.1571,0.45322,-1.49707,295.39453,99.51898,1001.11359,1007.92499,2.9158300000000006
2018-08-08-22:00:00,4.55,320.0,1004.9,298.05,89.0,296.15,1.24139,328.61819,0.47493,-1.09597,296.69775,94.98878,1001.41241,1008.22583,3.30861
2018-08-08-23:00:00,3.29,357.0,1004.9,300.05,79.0,296.18,0.91861,314.07932,0.49665,-0.69487,298.00098,90.45858,1001.71118,1008.52667,2.37139
2018-08-09-00:00:01,4.43,19.0,1005.1,300.85,75.0,296.11,0.59582,299.54041,0.51837,-0.29376,299.3042,85.92838,1002.01001,1008.82751,3.83418
2018-08-09-01:00:00,3.13,360.0,1004.8,302.15,70.0,296.25,0.71943,270.93954,0.52454,0.07211,300.54053,81.46406,1001.86676,1008.67065,2.41057
2018-08-09-02:00:00,1.8,268.0,1005.0,303.55,66.0,296.64,0.84304,242.3387,0.53071,0.43798,301.77686,76.99973,1001.72357,1008.51373,0.95696
2018-08-09-03:00:00,1.85,198.0,1004.8,303.45,64.0,296.04,0.96665,213.73785,0.53687,0.80386,303.01318,72.53542,1001.58032,1008.35687,0.8833500000000001
2018-08-09-04:00:00,1.64,243.0,1004.6,303.55,64.0,296.14,1.32009,205.28404,0.45634,1.20436,303.65048,68.77675,1000.80127,1007.56335,0.3199099999999999
2018-08-09-05:00:00,2.79,253.0,1003.8,305.65,60.0,297.08,1.67354,196.83022,0.37581,1.60486,304.28775,65.01809,1000.02216,1006.76978,1.11646
2018-08-09-06:00:00,2.78,274.0,1003.2,305.95,58.0,296.81,2.02698,188.3764,0.29528,2.00535,304.92505,61.25943,999.2431,1005.97626,0.7530199999999998
2018-08-09-07:00:00,2.93,145.0,1002.4,304.85,60.0,296.32,2.27617,193.32921,0.56171,2.18675,304.64316,62.9313,999.08594,1005.82019,0.6538300000000001
2018-08-09-08:00:00,2.98,155.0,1001.6,305.25,61.0,296.97,2.52536,198.28203,0.82814,2.36814,304.36124,64.60318,998.92883,1005.66418,0.45463999999999993
2018-08-09-09:00:00,3.49,162.0,1001.4,305.45,62.0,297.42,2.77455,203.23483,1.09456,2.54953,304.07935,66.27506,998.77167,1005.50812,0.7154500000000001
2018-08-09-10:00:00,3.98,153.0,1001.1,304.05,65.0,296.86,2.4532,193.90735,0.67976,2.30111,302.61728,71.4341,999.11676,1005.8606,1.5268000000000002
2018-08-09-11:00:00,3.13,160.0,1001.5,302.75,75.0,297.95,2.13185,184.57985,0.26496,2.0527,301.15518,76.59312,999.46179,1006.21313,0.9981499999999999
2018-08-09-12:00:00,2.74,177.0,1002.5,301.65,79.0,297.74,1.78867,159.86177,-0.61581,1.67932,299.39136,86.70846,999.12,1005.87872,0.9513300000000002
2018-08-09-13:00:01,3.06,176.0,1003.3,301.15,80.0,297.46,1.58346,141.83598,-0.78681,1.22591,298.70328,89.73845,999.34772,1006.11249,1.47654
2018-08-09-14:00:00,2.06,181.0,1003.2,301.15,80.0,297.46,1.37825,123.8102,-0.95781,0.7725,298.01523,92.76843,999.57538,1006.34625,0.6817500000000001
2018-08-09-15:00:00,1.14,192.0,1003.1,300.75,81.0,297.27,1.17304,105.7844,-1.12881,0.31909,297.32715,95.79842,999.8031,1006.58002,-0.03304000000000018
2018-08-09-16:00:00,3.57,78.0,1003.3,300.15,85.0,297.47,1.12467,95.58494,-1.08379,0.12512,296.79892,97.00123,999.83728,1006.6217,2.44533
2018-08-09-17:00:00,3.76,74.0,1003.1,299.75,89.0,297.83,1.07631,85.38548,-1.03878,-0.06885,296.27066,98.20403,999.87152,1006.66333,2.6836899999999995
2018-08-09-18:00:00,2.1,120.0,1003.4,299.45,90.0,297.71,1.02794,75.18601,-0.99377,-0.26283,295.74243,99.40683,999.9057,1006.70502,1.07206
2018-08-09-19:00:00,2.18,276.0,1003.5,299.15,91.0,297.6,1.06715,153.96463,-0.37661,-0.42835,295.81509,99.4405,1000.00665,1006.8092,1.1128500000000001
2018-08-09-20:00:00,4.04,-9999.0,-9999.0,299.45,88.0,297.35,1.10637,232.74326,0.24054,-0.59388,295.88779,99.47416,1000.10767,1006.91333,2.93363
2018-08-09-21:00:00,1.33,30.0,1003.8,299.35,90.0,297.62,1.14558,311.52185,0.8577,-0.75941,295.96045,99.50783,1000.20862,1007.01752,0.18442000000000003
2018-08-09-22:00:00,2.01,58.0,1003.7,300.05,85.0,297.37,0.98863,317.85178,0.68251,-0.70205,297.27744,95.17896,1000.31714,1007.12207,1.0213699999999997
2018-08-09-23:00:00,2.02,4.0,1003.6,301.45,80.0,297.75,0.83168,324.18173,0.50732,-0.64469,298.59439,90.85009,1000.4256,1007.22668,1.18832
2018-08-10-00:00:01,0.92,228.0,1004.0,301.75,80.0,298.04,0.67473,330.51166,0.33214,-0.58733,299.91138,86.52122,1000.53412,1007.33124,0.24527
2018-08-10-01:00:00,3.36,26.0,1004.2,303.55,70.0,297.6,0.70578,271.21579,0.10372,-0.16425,300.91724,81.38974,1000.52136,1007.31018,2.65422
2018-08-10-02:00:00,2.03,81.0,1004.1,303.65,71.0,297.92,0.73684,211.91992,-0.12469,0.25882,301.9231,76.25827,1000.50861,1007.28918,1.2931599999999999
