data-time,wind,dir,slp,t2,rh2,td2,nwp_wind,nwp_dir,nwp_u,nwp_v,nwp_t,nwp_rh,nwp_psfc,nwp_slp,residual
2018-03-30-16:00:00,2.98,108.0,1013.3,285.75,26.0,266.77,1.99947,65.3839,-1.78398,-0.71612,281.85107,43.21378,1009.9491,1017.06189,0.9805299999999999
2018-03-30-17:00:00,1.94,80.0,1012.7,285.15,29.0,267.69,1.79198,53.26585,-1.41329,-0.95463,281.19547,43.63528,1009.60516,1016.73688,0.14802000000000004
2018-03-30-18:00:00,2.47,56.0,1012.5,284.65,31.0,268.13,1.58449,41.14781,-1.0426,-1.19315,280.53989,44.05677,1009.26123,1016.41187,0.8855100000000002
2018-03-30-19:00:00,1.79,25.0,1011.9,284.85,31.0,268.31,1.68371,145.26294,-0.62397,-1.41877,280.08356,46.18333,1008.96387,1016.10437,0.10629
2018-03-30-20:00:00,1.81,109.0,1011.7,284.25,33.0,268.61,1.78293,249.37808,-0.20534,-1.6444,279.62723,48.3099,1008.66644,1015.79688,0.02707000000000015
2018-03-30-21:00:00,0.49,149.0,1011.4,284.25,32.0,268.2,1.88215,353.49323,0.21329,-1.87003,279.1709,50.43647,1008.36908,1015.48938,-1.39215
2018-03-30-22:00:00,1.37,342.0,1011.6,283.25,37.0,269.24,1.78041,237.87827,0.08133,-1.76879,280.88968,46.49513,1008.52673,1015.64166,-0.41040999999999994
2018-03-30-23:00:00,1.69,2.0,1011.9,283.55,39.0,270.22,1.67867,122.26332,-0.05062,-1.66756,282.60849,42.55379,1008.68433,1015.79395,0.01132999999999984
2018-03-31-00:00:01,1.73,46.0,1011.9,286.05,30.0,268.93,1.57693,6.64836,-0.18257,-1.56633,284.32727,38.61246,1008.84198,1015.94623,0.15307000000000004
2018-03-31-01:00:00,1.58,4.0,1011.7,288.35,24.0,267.97,1.56711,35.14294,-0.63718,-1.02503,287.03992,34.45243,1008.45056,1015.51001,0.012890000000000068
2018-03-31-02:00:00,1.75,18.0,1011.7,289.45,23.0,268.35,1.55729,63.63751,-1.09179,-0.48373,289.75256,30.29239,1008.0592,1015.07373,0.19270999999999994
2018-03-31-03:00:00,1.09,235.0,1011.0,291.45,19.0,267.52,1.54747,92.13208,-1.5464,0.05757,292.46521,26.13236,1007.66779,1014.63751,-0.4574699999999998
2018-03-31-04:00:00,2.41,170.0,1010.0,292.95,17.0,267.31,1.80887,113.59634,-1.34054,0.75127,293.68887,25.71095,1006.578,1013.52563,0.6011300000000002
2018-03-31-05:00:00,2.89,194.0,1009.0,294.15,17.0,268.3,2.07026,135.06059,-1.13468,1.44497,294.91257,25.28953,1005.48822,1012.41376,0.8197399999999999
2018-03-31-06:00:00,3.1,187.0,1007.6,295.45,16.0,268.58,2.33166,156.52486,-0.92882,2.13867,296.13623,24.86811,1004.39844,1011.30188,0.7683400000000002
2018-03-31-07:00:00,3.34,169.0,1006.4,296.15,15.0,268.29,2.39431,160.4908,-0.78777,2.24857,296.2225,25.28431,1003.73761,1010.62982,0.9456899999999999
2018-03-31-08:00:00,4.52,185.0,1005.8,296.55,17.0,270.3,2.45696,164.45676,-0.64671,2.35846,296.30881,25.70051,1003.07684,1009.9577,2.0630399999999995
2018-03-31-09:00:00,4.11,188.0,1005.2,296.95,18.0,271.41,2.51962,168.4227,-0.50566,2.46835,296.39508,26.11671,1002.41602,1009.28564,1.5903800000000001
2018-03-31-10:00:00,3.09,184.0,1005.3,296.55,18.0,271.07,2.57372,173.85492,-0.26355,2.53652,294.19983,30.79602,1002.64606,1009.51837,0.5162800000000001
2018-03-31-11:00:00,1.38,185.0,1006.1,294.95,21.0,271.83,2.62783,179.28714,-0.02145,2.60469,292.00458,35.47532,1002.87616,1009.75104,-1.24783
2018-03-31-12:00:00,2.66,110.0,1006.7,293.35,25.0,272.84,0.58471,9.96794,-0.10121,-0.57588,291.82785,34.07568,1004.05975,1010.94873,2.0752900000000003
2018-03-31-13:00:00,1.93,50.0,1007.8,290.95,31.0,273.71,0.85658,12.23725,-0.2022,-0.83083,289.80118,39.83887,1004.26764,1011.16895,1.07342
2018-03-31-14:00:00,2.36,67.0,1007.9,290.35,34.0,274.46,1.12845,14.50657,-0.30319,-1.08578,287.77448,45.60206,1004.47552,1011.38916,1.23155
2018-03-31-15:00:00,1.37,86.0,1008.0,289.85,37.0,275.19,1.40033,16.77588,-0.40417,-1.34073,285.7478,51.36525,1004.68341,1011.60938,-0.030329999999999968
2018-03-31-16:00:00,1.01,45.0,1008.0,287.55,45.0,275.84,1.86485,24.67952,-0.87412,-1.60213,284.53543,57.04813,1004.55029,1011.48688,-0.8548499999999999
2018-03-31-17:00:00,1.28,22.0,1007.9,286.65,46.0,275.32,2.32938,32.58316,-1.34407,-1.86353,283.32303,62.73102,1004.41718,1011.36438,-1.04938
2018-03-31-18:00:00,1.94,35.0,1007.4,287.65,39.0,273.94,2.79391,40.4868,-1.81401,-2.12492,282.11066,68.4139,1004.28406,1011.24188,-0.85391
2018-03-31-19:00:00,1.58,66.0,1007.5,286.65,44.0,274.7,2.50529,56.95265,-1.85203,-1.41791,282.17938,68.3157,1004.26117,1011.24274,-0.92529
2018-03-31-20:00:00,3.27,86.0,1007.6,284.65,63.0,277.9,2.21668,73.4185,-1.89004,-0.7109,282.24811,68.21751,1004.23822,1011.24353,1.0533199999999998
2018-03-31-21:00:00,1.74,113.0,1007.4,285.35,72.0,280.49,1.92806,89.88435,-1.92805,-0.00389,282.31683,68.11931,1004.21533,1011.24438,-0.18806000000000012
2018-03-31-22:00:00,1.18,58.0,1007.9,284.55,75.0,280.31,1.57119,95.6904,-1.55825,0.08241,283.20914,70.79466,1004.30768,1011.35168,-0.39119000000000015
2018-03-31-23:00:00,1.88,347.0,1009.0,283.95,73.0,279.34,1.21432,101.49645,-1.18845,0.16872,284.10147,73.47002,1004.40002,1011.45892,0.6656799999999998
2018-04-01-00:00:01,1.27,122.0,1009.1,287.35,65.0,280.92,0.85745,107.3025,-0.81865,0.25502,284.99377,76.14538,1004.49237,1011.56622,0.41255
2018-04-01-01:00:00,1.11,109.0,1008.6,288.85,59.0,280.94,1.21399,121.74605,-0.86078,0.72983,287.85382,66.22533,1004.13007,1011.15417,-0.1039899999999998
2018-04-01-02:00:00,4.35,157.0,1007.9,290.15,53.0,280.6,1.57054,136.18961,-0.90291,1.20464,290.7139,56.30527,1003.7677,1010.74207,2.7794599999999994
2018-04-01-03:00:00,2.54,153.0,1007.5,292.55,43.0,279.78,1.92708,150.63315,-0.94504,1.67944,293.57394,46.38523,1003.4054,1010.33002,0.6129200000000001
2018-04-01-04:00:00,2.83,176.0,1006.3,294.75,36.0,279.21,2.60582,160.32674,-0.63662,2.44071,295.32474,41.30063,1002.18359,1009.07959,0.22418000000000005
2018-04-01-05:00:00,3.91,178.0,1004.8,296.65,31.0,278.75,3.28456,170.02032,-0.32821,3.20199,297.0755,36.21604,1000.96173,1007.82916,0.6254400000000002
2018-04-01-06:00:00,3.9,163.0,1003.4,298.35,27.0,278.26,3.96331,179.71391,-0.01979,3.96326,298.82629,31.13145,999.73993,1006.57874,-0.06330999999999998
2018-04-01-07:00:00,5.35,171.0,1002.3,299.45,26.0,278.67,4.18845,182.96164,0.24087,4.1674,299.08621,28.17944,998.76038,1005.58496,1.16155
2018-04-01-08:00:00,5.39,179.0,1001.3,300.75,19.0,275.33,4.41359,186.20937,0.50153,4.37154,299.3461,25.22743,997.78082,1004.59125,0.9764099999999996
2018-04-01-09:00:00,3.61,193.0,1001.2,300.45,17.0,273.54,4.63873,189.45709,0.76218,4.57568,299.60602,22.27542,996.80127,1003.59747,-1.02873
2018-04-01-10:00:00,4.28,157.0,1001.1,299.75,19.0,274.5,4.00357,186.77534,0.53057,3.96127,297.08624,25.80507,997.07947,1003.88641,0.2764300000000004
2018-04-01-11:00:00,2.76,104.0,1001.6,295.65,43.0,282.62,3.36842,184.09361,0.29896,3.34685,294.56644,29.33471,997.35767,1004.17542,-0.6084200000000002
2018-04-01-12:00:00,2.65,92.0,1002.0,293.55,49.0,282.61,2.63381,180.35266,0.01621,2.63376,291.33118,36.6232,998.88513,1005.71503,0.016189999999999927
2018-04-01-13:00:00,3.26,102.0,1002.3,293.05,51.0,282.74,2.54153,175.56395,-0.17944,2.51811,290.70688,36.0007,998.79309,1005.63043,0.7184699999999999
2018-04-01-14:00:00,4.46,118.0,1002.3,292.65,58.0,284.27,2.44925,170.77525,-0.37509,2.40247,290.08255,35.37819,998.70111,1005.54584,2.01075
2018-04-01-15:00:00,3.28,117.0,1002.4,291.25,67.0,285.1,2.35697,165.98654,-0.57074,2.28682,289.45825,34.75569,998.60907,1005.46124,0.9230299999999998
2018-04-01-16:00:00,4.09,128.0,1002.1,290.45,69.0,284.78,2.23934,140.58237,-1.04852,1.52191,287.80298,39.15956,998.26233,1005.12482,1.85066
2018-04-01-17:00:00,2.3,88.0,1001.8,288.85,73.0,284.08,2.12172,115.17819,-1.5263,0.757,286.14771,43.56344,997.91559,1004.78833,0.17828
2018-04-01-18:00:00,1.43,75.0,1001.7,288.55,74.0,283.99,2.00409,89.77402,-2.00408,-0.0079,284.49243,47.96731,997.56885,1004.4519,-0.5740900000000002
2018-04-01-19:00:00,1.54,82.0,1001.4,288.15,75.0,283.8,1.95559,77.21621,-1.82491,-0.38583,283.86038,55.28262,997.44958,1004.34753,-0.4155899999999999
2018-04-01-20:00:00,0.96,134.0,1001.1,287.85,77.0,283.9,1.90708,64.6584,-1.64575,-0.76375,283.22836,62.59793,997.33038,1004.2431,-0.9470800000000001
2018-04-01-21:00:00,1.79,119.0,1001.1,287.65,80.0,284.28,1.85857,52.10059,-1.46658,-1.14168,282.59631,69.91324,997.21112,1004.13873,-0.06857000000000002
2018-04-01-22:00:00,1.58,68.0,1001.6,286.45,84.0,283.83,1.79094,48.69231,-1.34612,-1.17205,284.04608,67.20815,997.54626,1004.49146,-0.2109399999999999
2018-04-01-23:00:00,2.18,74.0,1002.1,286.75,84.0,284.12,1.72331,45.28403,-1.22565,-1.20243,285.49585,64.50304,997.88135,1004.84418,0.45669000000000026
2018-04-02-00:00:01,1.39,91.0,1002.3,287.65,81.0,284.46,1.65567,41.87575,-1.10519,-1.2328,286.94562,61.79795,998.21649,1005.1969,-0.2656700000000001
2018-04-02-01:00:00,1.64,64.0,1002.7,288.15,79.0,284.58,1.69,64.75137,-1.28588,-0.61655,289.81979,52.51714,998.25354,1005.19543,-0.050000000000000044
2018-04-02-02:00:00,2.13,112.0,1002.7,288.95,77.0,284.97,1.72432,87.62698,-1.46656,-0.00029,292.69394,43.23634,998.29053,1005.19397,0.4056799999999998
2018-04-02-03:00:00,1.7,102.0,1002.5,290.35,72.0,285.32,1.75865,110.5026,-1.64725,0.61597,295.56812,33.95553,998.32758,1005.1925,-0.05865000000000009
2018-04-02-04:00:00,2.68,153.0,1002.0,292.05,67.0,285.87,2.01311,125.47746,-1.44776,1.17519,297.24417,31.65942,997.54211,1004.38397,0.66689
2018-04-02-05:00:00,2.74,162.0,1001.2,294.15,58.0,285.69,2.26757,140.45233,-1.24827,1.73441,298.92026,29.36332,996.75671,1003.57538,0.4724300000000001
2018-04-02-06:00:00,2.61,151.0,1000.5,295.95,52.0,285.73,2.52204,155.42719,-1.04879,2.29362,300.59631,27.06721,995.97125,1002.76685,0.08795999999999982
2018-04-02-07:00:00,3.71,150.0,1000.0,296.85,49.0,285.67,2.31338,156.99448,-0.91402,2.12348,300.6525,26.37135,995.68469,1002.47021,1.39662
2018-04-02-08:00:00,2.63,142.0,999.8,297.45,44.0,284.61,2.10473,158.56175,-0.77925,1.95333,300.70871,25.67549,995.39813,1002.17352,0.5252699999999999
2018-04-02-09:00:00,2.68,154.0,999.9,298.25,37.0,282.75,1.89608,160.12904,-0.64448,1.78319,300.76489,24.97963,995.11157,1001.87689,0.7839200000000002
2018-04-02-10:00:00,1.77,58.0,1000.9,297.15,42.0,283.64,2.41609,125.50627,-1.38766,0.54893,298.38773,28.90267,995.9798,1002.75458,-0.64609
2018-04-02-11:00:00,3.49,13.0,1002.5,293.85,56.0,284.88,2.9361,90.88351,-2.13083,-0.68532,296.01053,32.8257,996.84802,1003.63232,0.5539000000000001
2018-04-02-12:00:00,3.34,56.0,1004.0,295.35,50.0,284.58,5.3864,27.56799,-2.49283,-4.77484,294.90985,46.75124,1001.05365,1007.8894,-2.0464
2018-04-02-13:00:00,7.31,30.0,1005.3,296.05,26.0,275.73,5.31399,33.11483,-2.86333,-4.41832,293.49582,37.31703,1003.22943,1010.1073,1.9960099999999992
2018-04-02-14:00:00,8.5,25.0,1007.5,295.55,14.0,266.89,5.24158,38.66167,-3.23382,-4.06181,292.08182,27.88283,1005.40515,1012.32526,3.25842
2018-04-02-15:00:00,5.71,44.0,1009.2,294.25,16.0,267.58,5.16916,44.20851,-3.60431,-3.70529,290.66779,18.44863,1007.58093,1014.54315,0.5408400000000002
2018-04-02-16:00:00,6.69,44.0,1010.4,292.95,15.0,265.66,5.54277,42.82109,-3.75188,-4.07524,289.10428,16.69349,1008.59064,1015.59918,1.1472300000000004
2018-04-02-17:00:00,5.02,54.0,1011.2,291.85,15.0,264.76,5.91638,41.43368,-3.89945,-4.44519,287.54074,14.93835,1009.60028,1016.65521,-0.8963800000000006
2018-04-02-18:00:00,6.03,55.0,1011.8,290.65,18.0,266.14,6.28998,40.04626,-4.04701,-4.81514,285.97723,13.18321,1010.60999,1017.71124,-0.25997999999999966
2018-04-02-19:00:00,8.04,44.0,1012.1,289.85,17.0,264.72,6.24288,39.10275,-3.93762,-4.84229,285.41803,13.40293,1011.42255,1018.54376,1.7971199999999987
2018-04-02-20:00:00,9.38,41.0,1013.0,288.75,15.0,262.2,6.19578,38.15923,-3.82823,-4.86944,284.85886,13.62265,1012.23511,1019.37622,3.1842200000000007
2018-04-02-21:00:00,9.26,36.0,1014.3,287.85,13.0,259.67,6.14868,37.21571,-3.71883,-4.89659,284.29965,13.84236,1013.04767,1020.20874,3.11132
2018-04-02-22:00:00,10.08,40.0,1015.3,286.95,12.0,257.95,6.51657,36.6438,-3.88304,-5.23248,284.02362,13.79134,1014.33545,1021.51935,3.5634300000000003
2018-04-02-23:00:00,8.86,38.0,1017.5,286.35,12.0,257.46,6.88446,36.07188,-4.04725,-5.56836,283.74759,13.74031,1015.62329,1022.83002,1.9755399999999996
2018-04-03-00:00:01,9.01,40.0,1018.1,285.95,14.0,259.04,7.25235,35.49997,-4.21146,-5.90425,283.47156,13.68928,1016.91107,1024.14062,1.75765
2018-04-03-01:00:00,8.92,40.0,1019.2,285.45,14.0,258.62,7.06428,35.10657,-4.06459,-5.77742,283.34509,15.44224,1017.47205,1024.70959,1.8557199999999998
2018-04-03-02:00:00,10.0,29.0,1020.3,285.05,15.0,259.15,6.87622,34.71317,-3.91772,-5.6506,283.21863,17.19521,1018.03308,1025.27856,3.12378
2018-04-03-03:00:00,9.3,31.0,1020.6,284.85,19.0,261.95,6.68816,34.31976,-3.77086,-5.52377,283.09216,18.94817,1018.59406,1025.84753,2.611840000000001
2018-04-03-04:00:00,10.25,38.0,1020.8,283.95,21.0,262.46,6.82417,31.17777,-3.50959,-5.82815,282.63834,23.95792,1018.56836,1025.83691,3.4258300000000004
2018-04-03-05:00:00,13.35,36.0,1021.4,281.65,33.0,266.28,6.96019,28.03579,-3.24833,-6.13252,282.18451,28.96767,1018.54272,1025.82629,6.38981
2018-04-03-06:00:00,12.17,25.0,1022.5,278.45,67.0,272.83,7.0962,24.8938,-2.98706,-6.43689,281.73068,33.97741,1018.51703,1025.81567,5.0738
2018-04-03-07:00:00,11.23,16.0,1023.2,275.95,89.0,274.32,6.63143,26.28762,-2.915,-5.95237,280.4769,45.36705,1018.70929,1026.03674,4.5985700000000005
2018-04-03-08:00:00,8.81,24.0,1023.6,276.55,88.0,274.75,6.16665,27.68144,-2.84294,-5.46785,279.22314,56.75669,1018.90155,1026.25769,2.6433500000000008
2018-04-03-09:00:00,7.24,15.0,1023.8,276.35,89.0,274.71,5.70188,29.07526,-2.77087,-4.98334,277.96936,68.14633,1019.09381,1026.47876,1.5381200000000002
2018-04-03-10:00:00,6.71,19.0,1023.9,276.55,86.0,274.43,4.69879,25.64526,-2.13628,-4.17195,277.80011,70.40481,1019.69647,1027.08557,2.01121
2018-04-03-11:00:00,2.88,29.0,1023.8,276.65,85.0,274.37,3.6957,22.21526,-1.50168,-3.36057,277.63089,72.66328,1020.29919,1027.6925,-0.8157000000000001
2018-04-03-12:00:00,2.81,352.0,1024.9,276.95,85.0,274.67,0.74856,352.27771,0.10059,-0.74178,276.74445,85.16522,1021.53796,1028.95813,2.06144
2018-04-03-13:00:00,2.07,5.0,1025.2,277.05,82.0,274.26,0.91222,308.22177,0.33325,-0.17852,276.22702,89.48765,1021.76483,1029.18689,1.1577799999999998
2018-04-03-14:00:00,1.67,113.0,1025.6,277.25,82.0,274.46,1.07587,264.16586,0.56591,0.38474,275.70959,93.81007,1021.9917,1029.41565,0.5941299999999998
2018-04-03-15:00:00,1.4,90.0,1025.4,277.45,81.0,274.48,1.23952,220.10992,0.79857,0.948,275.19217,98.1325,1022.21857,1029.64441,0.16047999999999996
2018-04-03-16:00:00,1.87,115.0,1025.4,277.45,82.0,274.66,1.37511,225.4388,0.98784,0.9381,274.97974,97.54884,1022.18207,1029.60547,0.49489000000000005
2018-04-03-17:00:00,2.35,111.0,1025.7,277.55,84.0,275.09,1.5107,230.76765,1.17711,0.92819,274.76727,96.96518,1022.14557,1029.56641,0.8393000000000002
2018-04-03-18:00:00,1.67,102.0,1025.0,277.45,82.0,274.66,1.64628,236.09653,1.36638,0.91829,274.55484,96.38152,1022.10907,1029.52747,0.023719999999999963
2018-04-03-19:00:00,1.79,72.0,1024.7,276.95,84.0,274.5,1.55632,166.04257,0.71027,0.1996,274.06073,97.37858,1022.1073,1029.52979,0.2336800000000001
2018-04-03-20:00:00,2.0,131.0,1024.7,277.25,84.0,274.8,1.46635,95.98863,0.05415,-0.51909,273.56662,98.37564,1022.10559,1029.5321,0.53365
2018-04-03-21:00:00,0.63,99.0,1025.0,277.05,87.0,275.09,1.37639,25.93468,-0.60196,-1.23778,273.07251,99.3727,1022.10382,1029.53442,-0.74639
2018-04-03-22:00:00,2.76,30.0,1025.4,277.15,83.0,274.53,1.36538,24.36323,-0.56339,-1.24261,274.01923,95.38036,1022.48401,1029.92603,1.3946199999999997
2018-04-03-23:00:00,3.49,45.0,1025.8,277.55,78.0,274.06,1.35437,22.79177,-0.52481,-1.24744,274.96597,91.38804,1022.86426,1030.31775,2.13563
2018-04-04-00:00:01,4.25,28.0,1026.3,278.15,69.0,272.94,1.34336,21.22032,-0.48624,-1.25227,275.91269,87.39571,1023.24445,1030.70935,2.90664
2018-04-04-01:00:00,1.2,26.0,1026.6,279.65,61.0,272.68,1.65459,64.79803,-0.68104,-0.16496,277.44769,67.49747,1022.95264,1030.38452,-0.45459000000000005
2018-04-04-02:00:00,1.17,175.0,1026.0,280.25,57.0,272.32,1.96583,108.37576,-0.87584,0.92235,278.98267,47.59922,1022.66089,1030.05981,-0.79583
2018-04-04-03:00:00,1.83,138.0,1025.3,280.75,41.0,268.34,2.27706,151.95348,-1.07065,2.00966,280.51767,27.70098,1022.36908,1029.73499,-0.44706
2018-04-04-04:00:00,4.56,177.0,1023.8,281.85,25.0,262.87,2.6514,161.44614,-0.70523,2.4731,280.68185,22.86242,1021.6189,1028.9696,1.9085999999999994
2018-04-04-05:00:00,3.85,162.0,1023.2,282.15,19.0,259.66,3.02574,170.93881,-0.33981,2.93654,280.84607,18.02386,1020.86871,1028.2041,0.8242600000000002
2018-04-04-06:00:00,3.44,172.0,1022.5,281.55,20.0,259.79,3.40007,180.43147,0.0256,3.39998,281.01025,13.1853,1020.11853,1027.43872,0.03993000000000002
2018-04-04-07:00:00,4.39,141.0,1022.5,281.75,21.0,260.57,3.04684,210.87547,0.79682,2.24265,279.06247,33.10648,1020.1264,1027.49646,1.3431599999999997
2018-04-04-08:00:00,4.86,182.0,1022.4,279.55,45.0,268.47,2.69361,241.31949,1.56805,1.08531,277.11465,53.02765,1020.13434,1027.55408,2.1663900000000003
2018-04-04-09:00:00,4.5,241.0,1023.2,276.35,83.0,273.74,2.34037,271.76349,2.33927,-0.07202,275.16687,72.94883,1020.14221,1027.61182,2.15963
2018-04-04-10:00:00,2.83,278.0,1023.1,274.45,92.0,273.29,2.02653,300.33597,1.58,-0.51384,274.51773,79.59996,1019.99261,1027.47119,0.8034699999999999
2018-04-04-11:00:00,2.24,258.0,1022.9,274.35,93.0,273.34,1.71268,328.90848,0.82074,-0.95566,273.86856,86.25109,1019.84302,1027.33057,0.5273200000000002
2018-04-04-12:00:00,2.72,160.0,1022.6,274.75,92.0,273.59,0.46538,180.51756,0.0042,0.46536,274.40887,87.41444,1019.28857,1026.75061,2.25462
2018-04-04-13:00:00,1.39,145.0,1023.4,273.55,93.0,272.55,0.52956,153.5295,-0.21346,0.34664,274.10654,89.86594,1019.16211,1026.63171,0.8604399999999999
2018-04-04-14:00:00,1.96,112.0,1022.6,273.45,94.0,272.6,0.59374,126.54143,-0.43113,0.22792,273.80423,92.31744,1019.03571,1026.5127,1.36626
2018-04-04-15:00:00,2.58,134.0,1022.0,273.95,95.0,273.24,0.65792,99.55337,-0.64879,0.10919,273.50189,94.76894,1018.90924,1026.3938,1.9220800000000002
2018-04-04-16:00:00,4.14,172.0,1021.2,274.05,95.0,273.34,1.15198,118.11469,-0.73133,0.72057,273.40399,95.26785,1018.16217,1025.64258,2.9880199999999997
2018-04-04-17:00:00,4.07,170.0,1020.7,274.25,95.0,273.54,1.64605,136.67599,-0.81387,1.33195,273.30609,95.76677,1017.41504,1024.89124,2.4239500000000005
2018-04-04-18:00:00,3.64,188.0,1020.2,274.45,93.0,273.44,2.14011,155.23732,-0.89641,1.94333,273.20819,96.26568,1016.66797,1024.14001,1.4998900000000002
2018-04-04-19:00:00,4.92,156.0,1019.2,274.55,92.0,273.39,2.25565,162.50072,-0.64059,2.12335,273.27884,95.25249,1016.11737,1023.58521,2.6643499999999998
2018-04-04-20:00:00,4.77,163.0,1018.6,274.55,92.0,273.39,2.37119,169.76413,-0.38477,2.30336,273.34946,94.2393,1015.56683,1023.03046,2.3988099999999997
2018-04-04-21:00:00,4.41,193.0,1018.2,274.75,91.0,273.44,2.48673,177.02753,-0.12895,2.48338,273.4201,93.22612,1015.01624,1022.47565,1.92327
2018-04-04-22:00:00,3.24,171.0,1017.7,274.75,89.0,273.13,2.51593,180.54459,0.02721,2.5062,273.36389,90.96851,1014.71429,1022.17377,0.7240700000000002
2018-04-04-23:00:00,3.44,172.0,1017.5,274.95,88.0,273.18,2.54513,184.06163,0.18336,2.52903,273.30768,88.7109,1014.41235,1021.87189,0.89487
2018-04-05-00:00:01,4.39,176.0,1017.5,275.15,87.0,273.22,2.57434,187.57869,0.33952,2.55185,273.25146,86.45329,1014.11041,1021.57001,1.8156599999999998
2018-04-05-01:00:00,3.04,197.0,1016.9,275.65,83.0,273.06,2.90301,192.51524,0.67838,2.79856,274.01041,80.67657,1013.59912,1021.03644,0.13698999999999995
2018-04-05-02:00:00,2.78,237.0,1017.1,275.65,81.0,272.72,3.23169,197.45181,1.01723,3.04528,274.76938,74.89984,1013.08783,1020.50293,-0.45169000000000015
2018-04-05-03:00:00,3.9,198.0,1016.0,275.85,82.0,273.09,3.56036,202.38837,1.35608,3.29199,275.52832,69.12312,1012.57654,1019.96936,0.3396399999999997
2018-04-05-04:00:00,3.46,193.0,1015.2,276.05,82.0,273.28,3.57799,199.18867,1.17067,3.3692,277.10248,62.21083,1011.38287,1018.7356,-0.11798999999999982
2018-04-05-05:00:00,2.78,200.0,1014.5,276.55,79.0,273.26,3.59562,195.98898,0.98526,3.4464,278.67667,55.29854,1010.18915,1017.50189,-0.81562
2018-04-05-06:00:00,2.79,207.0,1014.1,276.65,77.0,273.0,3.61325,192.78929,0.79985,3.52361,280.25082,48.38626,1008.99548,1016.26813,-0.8232499999999998
2018-04-05-07:00:00,2.85,228.0,1012.9,277.65,74.0,273.43,3.42479,202.88602,1.22714,3.09113,280.89578,47.37931,1008.36444,1015.60999,-0.5747899999999997
2018-04-05-08:00:00,3.34,239.0,1012.3,278.25,71.0,273.43,3.23632,212.98273,1.65443,2.65866,281.54077,46.37237,1007.7334,1014.9519,0.10367999999999977
2018-04-05-09:00:00,2.52,241.0,1012.4,279.15,68.0,273.7,3.04786,223.07945,2.08173,2.22618,282.18573,45.36542,1007.10236,1014.29376,-0.52786
2018-04-05-10:00:00,2.36,238.0,1012.5,279.05,69.0,273.81,3.12696,241.63268,2.47015,1.31774,280.56097,51.9807,1007.45312,1014.62628,-0.7669600000000001
2018-04-05-11:00:00,2.11,149.0,1012.6,278.95,69.0,273.71,3.20605,260.18588,2.85858,0.40931,278.93619,58.59597,1007.80383,1014.95874,-1.09605
2018-04-05-12:00:00,3.01,357.0,1013.1,277.05,77.0,273.39,4.06298,268.51599,4.06161,0.10522,279.16986,50.27617,1010.14154,1017.34375,-1.0529799999999998
2018-04-05-13:00:00,1.17,43.0,1013.9,276.35,83.0,273.74,4.98165,272.10175,4.95104,-0.29613,278.88333,45.07651,1010.63281,1017.85876,-3.81165
2018-04-05-14:00:00,3.95,295.0,1014.3,277.95,64.0,271.72,5.90033,275.68747,5.84046,-0.69748,278.59677,39.87686,1011.12402,1018.37372,-1.9503300000000001
2018-04-05-15:00:00,9.07,285.0,1014.3,280.35,29.0,263.45,6.81901,279.27322,6.72989,-1.09883,278.31024,34.6772,1011.6153,1018.88873,2.2509900000000007
2018-04-05-16:00:00,10.04,300.0,1015.1,279.55,26.0,261.36,6.43354,288.64114,5.98654,-1.8784,277.75275,34.83736,1011.48456,1018.77747,3.6064599999999993
2018-04-05-17:00:00,6.09,292.0,1015.4,278.55,32.0,263.12,6.04808,298.00909,5.24319,-2.65796,277.19525,34.99751,1011.35388,1018.66626,0.04192000000000018
2018-04-05-18:00:00,5.35,283.0,1014.6,278.05,29.0,261.42,5.66262,307.37701,4.49985,-3.43753,276.63776,35.15767,1011.22314,1018.55499,-0.3126200000000008
2018-04-05-19:00:00,7.3,281.0,1013.7,277.85,33.0,262.88,5.53196,303.18286,4.59482,-3.02846,276.46243,36.09839,1010.71613,1018.0448,1.76804
2018-04-05-20:00:00,5.0,307.0,1013.3,277.75,30.0,261.58,5.4013,298.98874,4.6898,-2.61939,276.28708,37.03912,1010.20905,1017.53455,-0.4013
2018-04-05-21:00:00,11.46,316.0,1013.2,278.65,27.0,261.05,5.27064,294.79459,4.78477,-2.21033,276.11176,37.97984,1009.70203,1017.02435,6.189360000000001
2018-04-05-22:00:00,10.32,315.0,1014.3,278.55,28.0,261.42,5.26168,308.57712,3.89683,-3.07212,276.88617,38.67633,1010.43518,1017.75354,5.05832
2018-04-05-23:00:00,9.52,317.0,1015.4,278.55,29.0,261.86,5.25273,322.35968,3.00889,-3.93391,277.66058,39.37282,1011.1684,1018.48267,4.26727
2018-04-06-00:00:01,8.38,338.0,1016.9,278.55,30.0,262.29,5.24377,336.14221,2.12094,-4.7957,278.435,40.06931,1011.90155,1019.21185,3.136230000000001
2018-04-06-01:00:00,6.84,311.0,1017.9,278.75,30.0,262.47,5.59973,337.8602,2.08863,-5.18991,279.38834,34.77396,1012.51074,1019.80664,1.2402699999999998
2018-04-06-02:00:00,8.01,319.0,1018.8,279.75,27.0,262.01,5.95569,339.57816,2.05632,-5.58411,280.34171,29.4786,1013.11987,1020.40149,2.05431
2018-04-06-03:00:00,8.6,320.0,1019.1,281.05,24.0,261.65,6.31165,341.29614,2.024,-5.97832,281.29504,24.18324,1013.72906,1020.99628,2.2883499999999994
